# Program:featureCounts v2.0.6; Command:"featureCounts" "-T" "16" "-s" "2" "-a" "ref/Saccharomyces_cerevisiae.gtf" "-o" "counts.txt" "-p" "SRR19383416.bam" "SRR19383417.bam" "SRR19383418.bam" "SRR19383407.bam" "SRR19383408.bam" "SRR19383409.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR19383416.bam	SRR19383417.bam	SRR19383418.bam	SRR19383407.bam	SRR19383408.bam	SRR19383409.bam
YGR285C	VII	1061852	1063153	-	1302	9144	12074	10681	1980	1725	2268
YGL080W	VII	358636	359028	+	393	409	525	432	750	628	760
YGL207W	VII	98969	102076	+	3108	4702	6313	5623	4910	4082	5063
YGR261C	VII	1014321	1016750	-	2430	2306	3164	2460	2602	2217	2742
YGR226C	VII	946792	947001	-	210	0	0	0	4	5	2
YGL140C	VII	241353	245012	-	3660	3386	4437	4242	7610	6133	7875
YGL078C	VII	360288	361859	-	1572	1960	2421	2289	68	82	73
YGL199C	VII	123572	124042	-	471	36	33	47	87	73	132
YGR164W	VII	828625	828960	+	336	5	1	3	3	2	4
YGR150C	VII	790459	793053	-	2595	592	712	595	502	461	521
YGL006W-A	VII	485423	485533	+	111	19	36	35	89	82	113
YGR196C	VII	889733	892186	-	2454	556	808	804	1153	951	1192
YGL197W	VII	124698	129161	+	4464	2242	2731	2460	7930	7017	8961
YGR136W	VII	762428	763153	+	726	475	588	491	1078	996	1228
YGR153W	VII	796092	796745	+	654	85	104	87	108	71	114
YGL159W	VII	202721	203833	+	1113	469	552	500	1244	1098	1300
YGR286C	VII	1063813	1064940	-	1128	404	585	514	184	197	248
YGL254W	VII	22304	23203	+	900	154	205	155	546	573	633
tH(GUG)G1	VII	110625	110696	-	72	9	19	10	3	6	5
YGR023W	VII	529264	530919	+	1656	218	262	243	930	841	1116
snR48	VII	609584	609696	+	113	428	442	538	285	215	220
YGL063W	VII	383654	384766	+	1113	133	200	189	138	112	151
YGL154C	VII	215278	216096	-	819	188	229	204	1968	1798	2182
YGL035C	VII	431548	433062	-	1515	509	739	674	731	747	1043
YGR009C	VII	509047	511002	-	1956	607	753	763	1141	913	1061
YGR034W	VII;VII	555812;556308	555830;556672	+;+	384	21633	26770	22781	906	808	1000
YGL064C	VII	381523	383208	-	1686	258	305	262	189	187	200
YGR118W	VII;VII	726974;727358	727038;727730	+;+	438	12000	16366	14665	2410	2078	2588
YGR277C	VII	1045644	1046561	-	918	451	681	503	643	595	706
YGR232W	VII	953960	954646	+	687	1014	1254	1102	1798	1686	1972
YGR227W	VII	947420	948997	+	1578	1205	1469	1399	1683	1476	1830
YGL142C	VII	236269	238119	-	1851	1205	1735	1434	3417	2986	3726
YGL143C	VII	234717	235958	-	1242	236	299	221	483	482	578
YGR222W	VII	939923	940804	+	882	329	402	362	1074	1002	1204
YGL045W	VII	414102	415730	+	1629	161	213	164	1160	1008	1303
YGL253W	VII	23935	25395	+	1461	39769	53200	44069	7044	6153	7241
YGR257C	VII	1006205	1007305	-	1101	847	1039	959	1597	1567	1906
YGL131C	VII	261648	265859	-	4212	1062	1351	1128	3156	2779	3454
YGR064W	VII	617621	617989	+	369	97	62	87	143	105	141
YGR263C	VII	1017967	1019241	-	1275	316	391	364	711	605	849
YGL049C	VII	406860	409604	-	2745	1764	2142	1930	1530	1279	1780
YGR296C-B	VII	1089746	1090228	-	483	0	0	0	0	0	0
YGL202W	VII	116059	117561	+	1503	12151	15907	13509	9953	8696	11127
YGL258W-A	VII	9162	9395	+	234	3	8	6	341	315	329
YGR133W	VII	756896	757447	+	552	140	208	162	540	462	491
YGR109C	VII	705359	706501	-	1143	257	363	315	35	33	31
YGR037C	VII	559731	559994	-	264	3343	4012	3503	1588	1342	1831
YGL077C	VII	362225	363916	-	1692	5917	7890	6658	5961	4932	5972
YGR111W	VII	715828	717030	+	1203	583	827	671	3485	2911	3794
YGR016W	VII	522261	522833	+	573	59	116	74	321	266	353
YGR245C	VII	979765	982068	-	2304	1960	2690	2467	141	104	120
YGR287C	VII	1067222	1068991	-	1770	151	192	196	1192	1029	1205
YGL244W	VII	41498	43174	+	1677	351	602	600	490	273	432
YGL057C	VII	394966	395829	-	864	265	399	310	918	738	919
YGL187C	VII	149704	150171	-	468	678	802	749	1348	1174	1469
YGR180C	VII	855264	856301	-	1038	7104	9160	7718	10454	9088	10598
YGR116W	VII	720409	724764	+	4356	7313	9828	8224	5111	4334	5270
YGL181W	VII	157906	159096	+	1191	693	703	802	2171	1942	2325
YGR202C	VII	903474	904748	-	1275	421	589	472	986	825	1091
YGL127C	VII	270392	270775	-	384	266	233	264	2620	2476	3027
YGR203W	VII	905237	905683	+	447	186	302	227	802	723	825
YGL150C	VII	221104	225573	-	4470	2196	2977	2721	2068	1810	2346
YGR134W	VII	757770	761138	+	3369	670	803	865	1180	1018	1206
YGR095C	VII	675671	676342	-	672	424	455	451	283	241	295
YGR214W	VII;VII	920575;921120	920664;921788	+;+	759	23346	29186	25675	1224	1071	1239
YGR269W	VII	1026636	1026962	+	327	19	33	35	63	67	77
YGR176W	VII	848720	849067	+	348	13	16	8	18	16	26
YGL263W	VII	2790	3932	+	1143	28	38	32	21	24	33
YGR057C	VII	604773	605501	-	729	283	373	328	506	513	533
YGL074C	VII	368596	368922	-	327	2	3	1	14	24	32
YGR007W	VII	506969	507940	+	972	859	1087	985	1014	928	1132
YGR241C	VII	974875	976581	-	1707	684	851	769	1588	1456	1873
YGR127W	VII	746798	747736	+	939	261	363	277	1679	1476	1952
YGL219C	VII	82878	84257	-	1380	454	540	546	1217	940	1189
YGL061C	VII	388968	389711	-	744	288	304	225	172	196	218
YGR083C	VII	644860	646815	-	1956	1576	2065	1823	630	477	600
YGL038C	VII	425362	426804	-	1443	1014	1394	1206	2685	2344	2939
YGL047W	VII	411552	412160	+	609	195	258	228	935	663	909
YGR244C	VII	978036	979319	-	1284	1385	1751	1421	3380	2815	3539
YGR289C	VII	1073963	1075813	-	1851	96	115	120	1267	1115	1289
YGL089C	VII	344791	345153	-	363	3677	4641	4085	228	149	222
YGL180W	VII	160065	162758	+	2694	459	677	561	6761	6025	7531
YGR146C	VII	784223	784858	-	636	889	1150	1052	3006	2890	3542
YGL149W	VII	225572	225877	+	306	11	10	21	8	2	6
YGL242C	VII	44652	45197	-	546	514	659	641	808	641	797
YGR106C	VII	698989	699786	-	798	6731	8237	7315	7461	6771	8386
YGR004W	VII	502938	504326	+	1389	508	632	507	480	396	475
YGR209C	VII	912913	913227	-	315	4093	4743	4265	9604	9276	11413
YGR052W	VII	593596	594705	+	1110	112	130	136	177	191	203
YGR158C	VII	805269	806021	-	753	533	560	562	134	114	141
YGR003W	VII	500132	502366	+	2235	566	750	662	1296	1185	1392
YGR219W	VII	936035	936376	+	342	13	19	16	12	11	7
YGL247W	VII	36933	37526	+	594	241	264	216	569	542	666
YGR170W	VII	837142	840558	+	3417	1072	1521	1245	2262	1971	2591
YGR246C	VII	982482	984272	-	1791	510	726	611	1091	821	1083
YGL183C	VII;VII	156543;157283	157199;157285	-;-	660	2	13	7	58	83	81
YGR160W	VII	807073	807684	+	612	93	107	93	8	5	19
YGR204C-A	VII	909061	909174	-	114	8	18	6	31	52	57
YGR039W	VII	574888	575199	+	312	52	57	66	101	95	124
YGL059W	VII	392223	393698	+	1476	239	330	287	2820	2331	2843
YGL123W	VII	277617	278381	+	765	59150	72672	65142	7325	6431	8002
YGL099W	VII	314631	316553	+	1923	1772	2243	1924	210	176	215
YGR102C	VII	694584	695135	-	552	196	219	239	592	534	600
YGL233W	VII	59122	61854	+	2733	1493	2039	1657	3568	3026	3566
YGL072C	VII	371003	371362	-	360	105	152	114	463	392	509
YGL056C	VII	396035	397618	-	1584	881	1112	1074	1604	1466	1882
YGR104C	VII	697445	698368	-	924	224	318	269	749	623	748
YGR240C	VII	970771	973734	-	2964	46091	60871	54897	26826	23021	29789
YGR243W	VII	977336	977776	+	441	13	28	17	200	199	272
YGR275W	VII	1043276	1043749	+	474	255	404	283	319	275	349
YGL088W	VII	345836	346201	+	366	5	2	5	5	3	3
YGR020C	VII	526973	527329	-	357	2114	2686	2285	2027	1971	2129
YGR100W	VII	690245	693097	+	2853	1051	1436	1115	4023	3565	4275
YGR231C	VII	952548	953480	-	933	1229	1571	1541	2443	2028	2511
YGR215W	VII	922175	922507	+	333	230	318	272	348	240	314
YGR018C	VII	524365	524694	-	330	42	40	49	102	111	132
YGL152C	VII	216692	217369	-	678	30	59	42	50	67	74
YGL212W	VII	91432	92382	+	951	88	152	129	261	201	275
YGL066W	VII	377609	379582	+	1974	438	552	503	729	596	791
YGL060W	VII	390065	391990	+	1926	754	979	786	1929	1643	1894
YGL185C	VII	153167	154306	-	1140	278	280	346	342	264	345
YGR145W	VII	781767	783890	+	2124	1332	1735	1519	99	63	106
YGL011C	VII	474489	475247	-	759	1845	2384	2197	4020	3499	4322
YGR147C	VII	786054	786920	-	867	558	749	671	1207	1021	1309
YGR036C	VII	558149	558868	-	720	330	421	344	468	411	556
YGL122C	VII	278946	280523	-	1578	953	1247	1078	916	877	1117
YGL261C	VII	6290	6652	-	363	2	2	1	33	32	26
YGL041C	VII	419022	419225	-	204	15	5	13	41	15	41
YGR099W	VII	687899	689965	+	2067	547	714	519	1548	1256	1611
YGR046W	VII	584895	586052	+	1158	398	513	446	1429	1254	1590
YGL188C-A	VII	148824	148964	-	141	156	152	135	37	37	51
YGR216C	VII	922633	924462	-	1830	1039	1226	1020	2501	2096	2558
tG(UCC)G	VII	779616	779687	+	72	6	3	3	8	5	7
YGR047C	VII	586392	589469	-	3078	766	1102	924	942	767	908
YGR238C	VII	966039	968687	-	2649	649	863	759	1055	918	1039
YGR282C	VII	1057783	1058724	-	942	20908	26553	22990	31778	28078	35669
YGL132W	VII	261580	261915	+	336	8	16	3	18	10	11
tA(AGC)G	VII	774349	774421	+	73	2	3	2	1	0	0
YGR169C	VII	834689	835903	-	1215	211	308	251	221	217	205
YGR063C	VII	617516	617824	-	309	710	755	703	1092	944	1080
YGR256W	VII	1004624	1006102	+	1479	99	108	84	1463	1294	1690
YGL036W	VII	428601	431330	+	2730	1100	1427	1259	3463	3122	3800
YGR192C	VII	882812	883810	-	999	550184	671909	616921	372476	340660	430963
YGL191W	VII	144808	145197	+	390	777	981	822	2137	2029	2333
YGR051C	VII	592906	593229	-	324	0	4	3	10	10	2
YGR013W	VII	514554	516416	+	1863	360	523	470	995	764	918
YGR123C	VII	736662	738203	-	1542	1898	2542	2218	141	110	151
YGL209W	VII	95858	97006	+	1149	347	517	385	225	234	268
YGL163C	VII	193707	196403	-	2697	363	499	444	815	611	818
YGR296C-A	VII	1088870	1089445	-	576	0	0	0	0	0	0
YGL178W	VII;VII	167352;167995	167354;170571	+;+	2580	1525	2050	1788	2072	1899	2256
YGL092W	VII	337906	341859	+	3954	3336	4361	3868	1899	1721	2159
YGR132C	VII	755589	756452	-	864	1678	2144	1696	2952	2497	3079
YGL208W	VII	97338	98585	+	1248	177	212	202	1226	1052	1337
tL(GAG)G	VII	700675	700756	+	82	12	18	8	28	32	27
YGR059W	VII	607563	609101	+	1539	8	18	5	32	39	51
YGR114C	VII	720265	720654	-	390	0	0	0	0	0	0
YGR128C	VII	747950	750091	-	2142	1822	2463	2121	184	153	210
YGL246C	VII	37617	38780	-	1164	561	764	603	1680	1488	1818
YGL190C	VII	145809	147389	-	1581	1125	1468	1135	2935	2503	3022
YGR033C	VII	554248	554967	-	720	691	847	728	1690	1571	1790
YGL112C	VII	298178	299728	-	1551	1225	1512	1426	1849	1601	1903
YGL001C	VII	495453	496502	-	1050	1954	2436	2126	2800	2539	3080
YGR168C	VII	833352	834482	-	1131	203	326	255	1186	1116	1287
YGL093W	VII	334886	337639	+	2754	647	857	784	2493	2107	2517
YGR120C	VII	730033	730821	-	789	294	328	250	554	549	593
YGR027C	VII	534132	534458	-	327	21053	24507	21460	2161	1932	2447
YGL259W	VII	8470	8967	+	498	7	18	22	599	560	652
YGR294W	VII	1080306	1080668	+	363	2	9	19	98	86	105
YGR124W	VII	739944	741662	+	1719	17975	22406	20275	5224	4405	5905
YGL103W	VII;VII	310967;311527	311015;311927	+;+	450	32614	39331	35650	3133	3110	3680
YGL062W	VII	385196	388732	+	3537	6171	7881	7166	18620	17831	24138
YGR049W	VII	591314	591877	+	564	137	146	157	125	123	159
snR39	VII	365163	365251	-	89	392	464	367	66	80	92
YGR076C	VII	637104	637577	-	474	188	290	164	306	289	328
YGL161C	VII	199210	200142	-	933	984	1136	1088	3290	2816	3477
YGR062C	VII	616328	617278	-	951	315	361	358	945	878	1097
tV(AAC)G1	VII	412294	412367	-	74	29	22	37	11	21	20
YGL237C	VII	52731	53528	-	798	164	195	185	631	572	698
YGR024C	VII	531883	532596	-	714	705	981	753	1912	1600	1847
YGR184C	VII	859901	865753	-	5853	5445	7508	6218	7949	6628	8227
YGR292W	VII	1076599	1078353	+	1755	14	14	8	96	93	103
YGR151C	VII	794655	794990	-	336	4	5	2	3	3	3
YGL034C	VII	433214	433579	-	366	4	4	15	8	17	5
YGL067W	VII	376101	377255	+	1155	1083	1404	1286	2329	2158	2467
YGR072W	VII	634304	635467	+	1164	203	261	251	201	174	194
YGL229C	VII	64503	66959	-	2457	590	819	649	2077	1790	2211
YGR055W	VII	599417	601141	+	1725	6658	8253	8637	108967	89962	113731
YGL044C	VII	416146	417036	-	891	245	347	350	432	408	476
YGL054C	VII	400871	401287	-	417	1954	2462	2075	3805	3458	4398
YGL119W	VII	284442	285947	+	1506	485	633	550	1085	932	1072
YGR068W-A	VII	626294	626389	+	96	1	4	0	85	47	79
YGR206W	VII	910432	910737	+	306	182	274	233	390	390	504
YGR121W-A	VII	733412	733627	+	216	27	20	19	32	35	50
YGL130W	VII	266145	267524	+	1380	679	824	655	1294	1136	1455
YGL042C	VII	418288	418593	-	306	20	22	35	25	28	30
YGR090W	VII	662358	666071	+	3714	4927	6365	5271	880	767	918
YGR221C	VII	937124	938992	-	1869	299	341	356	188	169	228
YGR143W	VII	775193	777508	+	2316	1095	1452	1217	5942	5045	6255
tR(UCU)G1	VII	405470	405541	+	72	4	7	10	0	2	10
YGL218W	VII	83650	84300	+	651	8	6	8	11	20	20
YGL198W	VII	123591	124298	+	708	1093	1240	1225	3733	3158	4062
YGL083W	VII	353058	355472	+	2415	690	941	835	624	528	644
tC(GCA)G	VII	707108	707179	-	72	2	0	4	2	0	2
YGR071C	VII	631481	634063	-	2583	620	836	736	1498	1334	1627
YGR259C	VII	1012481	1012921	-	441	20	19	20	19	20	22
YGR058W	VII	606136	607143	+	1008	195	207	189	258	222	249
YGL195W	VII	131525	139543	+	8019	27812	36905	33601	12742	10523	13713
YGL192W	VII	142246	144048	+	1803	21	22	14	84	94	85
YGL206C	VII	102543	107504	-	4962	18133	23940	19810	23196	20532	25687
YGR060W	VII	610564	611493	+	930	10928	13717	12082	11198	10450	12682
YGL257C	VII	12481	14157	-	1677	845	1223	1083	1517	1135	1498
YGL236C	VII	53787	55796	-	2010	494	538	525	598	558	702
YGR138C	VII	763762	765606	-	1845	335	450	384	600	459	516
YGR015C	VII	521090	522076	-	987	215	270	189	1095	933	1096
YGL023C	VII	450197	452104	-	1908	604	828	739	966	791	955
YGL144C	VII	232450	234507	-	2058	362	518	495	700	653	748
YGL071W	VII	372012	374084	+	2073	1176	1587	1405	1447	1194	1592
tK(CUU)G3	VII	876394	876466	+	73	3	0	9	1	0	0
YGR080W	VII	642010	643008	+	999	597	791	673	2181	2056	2640
YGL116W	VII	289809	291641	+	1833	531	669	610	725	681	796
YGR035C	VII	557072	557422	-	351	121	164	141	29	31	25
YGL201C	VII	117854	120907	-	3054	1708	2117	1805	1297	1116	1379
YGR212W	VII	917040	918446	+	1407	141	153	147	313	273	357
YGR154C	VII	796798	797868	-	1071	131	176	155	6803	5926	7356
YGL241W	VII	45445	48459	+	3015	899	1280	1021	1046	883	1076
YGL262W	VII	5312	5839	+	528	4	5	0	5	11	7
YGR247W	VII	984966	985685	+	720	277	404	327	2039	1664	2001
YGR199W	VII	897502	899781	+	2280	815	1076	1190	2469	2009	2477
YGL260W	VII	6860	7090	+	231	0	0	0	0	0	0
YGR179C	VII	853675	854895	-	1221	264	340	269	589	554	681
YGR011W	VII	512497	512823	+	327	28	26	43	95	85	98
YGL111W	VII	299978	301369	+	1392	853	1224	1011	249	216	269
snR39B	VII	366374	366469	-	96	313	406	360	145	118	158
YGR073C	VII	635615	635986	-	372	72	88	82	115	111	114
YGR155W	VII	798543	800066	+	1524	13942	18141	15072	57031	50832	62677
YGL114W	VII	293460	295637	+	2178	929	1175	1099	3012	2421	3077
YGL255W	VII	20978	22108	+	1131	9658	8092	7816	1357	956	1172
YGR066C	VII	620921	621799	-	879	11	9	18	1335	1219	1629
YGR233C	VII	954674	958210	-	3537	2836	3829	3341	2983	2757	3335
YGR092W	VII	668189	669907	+	1719	703	892	853	1628	1449	1624
YGL041W-A	VII	418825	419289	+	465	327	350	283	667	524	708
YGR171C	VII	840824	842551	-	1728	287	453	347	518	501	606
tW(CCA)G2	VII;VII	878710;878780	878745;878815	-;-	72	7	8	3	5	5	4
YGL171W	VII	182390	184084	+	1695	885	1132	983	36	61	60
YGL029W	VII	440063	440425	+	363	217	272	271	14	10	22
YGR040W	VII	575398	576504	+	1107	432	541	408	878	718	830
YGR220C	VII	936074	936883	-	810	534	685	617	716	573	736
YGR268C	VII	1026057	1026653	-	597	252	312	243	838	691	923
YGL147C	VII	227754	228329	-	576	24668	31694	25839	997	813	1146
tK(CUU)G1	VII	122269	122341	+	73	6	0	6	4	0	7
YGR144W	VII	780399	781379	+	981	39	88	63	820	729	1104
YGR178C	VII	851047	853215	-	2169	3038	3808	3256	6614	5684	7348
YGR113W	VII	718893	719924	+	1032	351	415	329	1348	1324	1556
YGL203C	VII	112475	114664	-	2190	1384	1906	1523	1628	1487	1767
YGL048C	VII	410069	411286	-	1218	2447	3061	2661	4120	3666	4347
YGR207C	VII	910843	911628	-	786	1021	1254	1082	2462	2378	2801
YGR258C	VII	1007671	1010766	-	3096	424	622	541	1925	1551	2016
YGL091C	VII	342056	343042	-	987	246	439	407	1067	813	1098
YGR093W	VII	670388	671911	+	1524	508	656	558	651	647	760
YGR119C	VII	728046	729671	-	1626	1168	1480	1321	1226	967	1187
YGR213C	VII	918512	919465	-	954	73	98	78	1101	1006	1303
YGR061C	VII	611889	615965	-	4077	16946	22504	20855	11098	8681	10654
YGL182C	VII	157273	157596	-	324	4	17	9	11	16	13
YGR139W	VII	765726	766064	+	339	2	2	5	9	5	5
YGR121C	VII	731449	732927	-	1479	163	185	248	465	327	425
YGL043W	VII	417483	418412	+	930	841	1035	925	830	752	901
YGR280C	VII	1050910	1051725	-	816	59	107	141	31	23	18
YGL085W	VII	349616	350440	+	825	220	267	222	710	595	797
YGL031C	VII	437467	437934	-	468	17346	22434	19262	788	777	1032
YGR117C	VII	725049	726479	-	1431	949	1087	1002	2363	2170	2589
YGR254W	VII	1000927	1002240	+	1314	22725	28085	22630	218929	187615	240228
YGR235C	VII	961360	962061	-	702	582	799	641	1624	1494	1712
YGL124C	VII	274780	276714	-	1935	411	431	415	1956	1585	1955
YGR236C	VII	962530	962817	-	288	4	11	4	129	94	118
YGL164C	VII	191978	193300	-	1323	154	205	190	466	343	412
YGR293C	VII	1079885	1080346	-	462	0	2	1	5	0	4
tL(CAA)G1	VII;VII	205521;205591	205558;205634	+;+	82	28	17	19	10	1	3
YGR264C	VII	1019598	1021853	-	2256	11067	14778	11955	2458	2258	2671
YGL234W	VII	56482	58890	+	2409	12576	15948	14670	27666	22912	29310
YGL109W	VII	303513	303836	+	324	15	12	15	14	13	17
YGL238W	VII	49552	52434	+	2883	5173	7438	5549	6120	5673	6931
YGL041C-B	VII	418704	418886	-	183	7	3	6	29	24	33
YGR056W	VII	601661	604447	+	2787	763	1080	852	750	699	845
YGR201C	VII	902520	903197	-	678	278	315	294	4552	4153	4885
YGR239C	VII	969187	970053	-	867	119	124	152	381	347	437
YGR169C-A	VII	836387	836665	-	279	80	89	101	63	44	80
YGR185C	VII	866336	867520	-	1185	4827	6267	5337	1686	1640	2087
YGR189C	VII	876669	878192	-	1524	6347	7726	7093	3481	3297	3918
YGR022C	VII	529257	529586	-	330	0	0	0	71	70	103
YGR290W	VII	1075482	1075925	+	444	2	2	0	4	15	10
YGL205W	VII	108158	110404	+	2247	8	27	22	171	144	184
tK(CUU)G2	VII	185714	185786	-	73	2	2	0	1	0	0
YGL221C	VII	81426	82292	-	867	1201	1568	1446	2013	1643	2191
YGL108C	VII	303649	304071	-	423	178	242	185	309	201	240
YGL069C	VII	375050	375514	-	465	26	21	13	68	60	83
YGL135W	VII	254641	255294	+	654	27329	36790	28846	3211	3001	3570
YGR253C	VII	998358	999140	-	783	1931	2487	2088	2749	2502	2968
YGL053W	VII	402589	403302	+	714	163	204	213	1207	1161	1324
YGL101W	VII	312193	312840	+	648	544	734	533	726	573	777
YGR271C-A	VII	1037800	1038501	-	702	442	554	466	50	65	67
YGR267C	VII	1025004	1025735	-	732	1524	2014	1742	2766	2413	3234
YGR234W	VII	959904	961103	+	1200	8600	10823	9660	608	489	626
YGL251C	VII;VII	27921;31579	31426;31636	-;-	3564	261	309	270	784	635	823
YGL141W	VII	238353	241085	+	2733	655	870	708	3104	2508	3090
YGL245W	VII	39023	41149	+	2127	16438	22406	18294	8384	7772	9664
YGL007W	VII	483260	483637	+	378	1	1	6	8	15	21
YGL005C	VII	489708	490547	-	840	363	457	335	745	662	734
YGL215W	VII	87981	89339	+	1359	2667	3594	3082	4925	4107	5467
YGR173W	VII	843854	844960	+	1107	1162	1449	1262	271	233	294
YGL249W	VII	33098	35212	+	2115	17	13	19	166	147	136
YGR161W-C	VII	810227	810505	+	279	85	111	97	2307	2001	2434
YGR229C	VII	949382	950899	-	1518	1858	2520	2126	1028	942	1019
YGR070W	VII	627806	631273	+	3468	452	643	464	6124	5500	6630
YGR135W	VII	761392	762168	+	777	2213	2869	2537	3680	3267	3836
YGL014C-A	VII	466237	466398	-	162	4	3	3	0	6	6
YGR225W	VII;VII	945145;946421	946327;947019	+;+	1782	22	27	12	153	94	124
YGL258W	VII	11110	11730	+	621	20	15	14	38	43	31
tT(UGU)G1	VII	661749	661820	+	72	7	8	8	3	1	4
YGL139W	VII	245716	248124	+	2409	2127	2668	2581	1765	1687	1981
YGL172W	VII	180700	182118	+	1419	216	301	359	292	291	354
YGR088W	VII	654634	656322	+	1689	121	189	115	3240	3019	3774
YGL126W	VII	270997	272139	+	1143	635	705	725	64	73	90
YGR140W	VII	767429	770299	+	2871	573	707	634	253	223	260
YGR129W	VII	750400	751047	+	648	132	198	132	143	110	144
YGL027C	VII	443642	446143	-	2502	2563	3197	2866	4009	3430	4293
tL(CAA)G2	VII;VII	423092;423162	423129;423205	+;+	82	0	2	4	16	10	2
YGL231C	VII	63048	63620	-	573	1066	1259	1151	1348	1349	1572
YGL019W	VII	458156	458992	+	837	1095	1344	1197	1394	1311	1555
tR(UCU)G3	VII	736340	736411	+	72	8	5	14	18	26	58
YGR017W	VII	523787	524680	+	894	713	1034	902	574	496	700
YGR107W	VII	702667	703116	+	450	5	19	12	57	48	52
YGL039W	VII	423961	425007	+	1047	1358	1678	1508	1749	1562	1782
tL(CAA)G3	VII;VII	857378;857454	857421;857491	-;-	82	13	5	5	8	7	7
YGL123C-A	VII	277634	277864	-	231	716	621	631	48	66	78
YGL002W	VII	494517	495167	+	651	665	742	599	2911	2546	3058
YGR044C	VII	582990	583892	-	903	873	1097	938	2982	2755	3397
YGR193C	VII	884509	885741	-	1233	959	1178	1078	1953	1616	2142
YGL033W	VII;VII;VII	435625;435750;436375	435679;436312;436401	+;+;+	645	8	17	8	10	6	13
YGR165W	VII	829116	830153	+	1038	508	667	543	980	872	995
YGL030W	VII;VII	439091;439324	439093;439638	+;+	318	22954	28653	24993	1830	1848	2322
YGL128C	VII	269293	270144	-	852	114	171	123	379	301	420
YGL063C-A	VII	384502	384651	-	150	2	8	1	14	8	12
YGL007C-A	VII	482941	483027	-	87	28	31	25	93	87	85
YGL175C	VII	173285	174322	-	1038	122	176	148	288	226	292
YGL223C	VII	79112	80365	-	1254	630	788	595	1489	1290	1603
YGR190C	VII	880296	880661	-	366	14	8	9	21	30	13
YGL004C	VII	490703	491956	-	1254	270	332	309	1047	806	1088
YGL148W	VII	226399	227529	+	1131	5116	6762	6090	1562	1484	1715
YGR281W	VII	1052824	1057257	+	4434	2796	3656	3450	8122	7146	8675
tH(GUG)G2	VII	319781	319852	+	72	133	237	268	33	18	26
tF(GAA)G	VII;VII	440716;440771	440751;440807	-;-	73	13	15	16	1	0	3
YGR078C	VII	639772	640371	-	600	745	871	858	355	308	389
YGL133W	VII	257707	261501	+	3795	839	1193	1083	1398	1109	1403
tV(AAC)G2	VII	823482	823555	+	74	1	5	7	0	1	5
YGR295C	VII	1081584	1082729	-	1146	1829	2290	2025	7638	7116	8493
YGR048W	VII	589826	590911	+	1086	547	608	554	1141	1002	1197
YGR065C	VII	618077	619858	-	1782	2876	3426	3022	6959	6425	8338
YGL051W	VII	403687	404391	+	705	15	30	14	111	48	94
YGL220W	VII	82374	82736	+	363	816	1045	918	908	827	951
YGR019W	VII	525229	526644	+	1416	933	1176	1050	5667	4975	6184
YGL010W	VII	475545	476069	+	525	131	188	189	2026	1757	2322
YGL090W	VII	343319	344584	+	1266	179	211	168	496	402	480
YGR054W	VII	596693	598621	+	1929	4618	5911	4974	1893	1752	2217
YGR174W-A	VII	846655	846741	+	87	6	9	2	229	205	183
YGL032C	VII	436570	436833	-	264	4	6	3	21	13	17
tE(UUC)G2	VII	401527	401598	-	72	0	0	1	2	1	5
YGL179C	VII	163409	165091	-	1683	306	362	304	792	633	788
tE(UUC)G3	VII	541850	541921	+	72	2	2	2	0	2	1
YGR002C	VII	498476	499906	-	1431	376	454	418	959	844	1036
YGL134W	VII	255663	256964	+	1302	256	319	298	870	844	991
YGL235W	VII	55279	55815	+	537	12	4	9	210	243	287
YGL006W	VII	485921	489442	+	3522	1763	2437	1876	6403	5540	6955
YGR028W	VII	542203	543291	+	1089	392	553	436	2170	1922	2405
YGR283C	VII	1059015	1060040	-	1026	330	523	436	75	59	77
YGR249W	VII	988049	989419	+	1371	61	81	58	186	137	168
snR82	VII	316788	317055	+	268	17766	20496	21233	20736	19122	25672
snR7-L	VII	939459	939672	-	214	4	7	6	4	7	5
YGL232W	VII;VII	62075;62190	62131;63002	+;+	870	722	1001	763	748	685	693
YGL157W	VII	209006	210049	+	1044	1044	1310	1154	2144	1830	2344
YGL118C	VII	288014	288451	-	438	10	3	6	23	15	16
YGR012W	VII	513159	514340	+	1182	506	705	596	707	696	828
YGR242W	VII	976415	976723	+	309	5	2	6	1	6	13
YGR014W	VII	516943	520863	+	3921	6120	7715	7561	4920	4396	5391
